id,latitude,longitude,start,end,tot_start,tot_end
431079,36.152300,-86.787800,16:58:30.3,19:54:00.9,18:27:25.6,18:29:19.9
431080,36.121900,-86.763100,16:58:34.8,19:54:06.4,18:27:33.8,18:29:22.8
431081,36.167600,-86.796300,16:58:28.6,19:53:58.6,18:27:21.9,18:29:19.1
431082,36.138200,-86.728600,16:58:38.6,19:54:08.0,18:27:32.5,18:29:29.9
431083,36.077600,-86.695200,16:58:45.5,19:54:17.4,18:27:47.9,18:29:32.6
431084,36.234200,-86.814600,16:58:23.4,19:53:50.0,18:27:07.9,18:29:18.0
431085,36.249800,-86.741000,16:58:32.2,19:53:55.5,18:27:11.4,18:29:30.3
431086,36.038300,-86.783400,16:58:35.8,19:54:12.9,18:27:57.0,18:29:08.0
431087,36.317000,-86.702100,16:58:34.4,19:53:52.3,18:27:05.1,18:29:35.4
431088,36.192300,-86.774800,16:58:30.3,19:53:58.1,18:27:18.7,18:29:23.8
431089,36.187900,-86.774400,16:58:30.5,19:53:58.6,18:27:19.5,18:29:23.7
431090,36.156300,-86.823800,16:58:25.5,19:53:57.1,18:27:22.5,18:29:13.5
431091,36.198000,-86.867400,16:58:18.1,19:53:48.7,18:27:10.8,18:29:07.7
431092,36.124200,-86.740500,16:58:37.6,19:54:08.3,18:27:34.6,18:29:27.1
431093,36.141600,-86.653100,16:58:48.2,19:54:14.9,18:27:37.4,18:29:43.3
431094,36.116000,-86.798400,16:58:30.5,19:54:03.6,18:27:33.3,18:29:15.5
431095,36.228100,-86.858800,16:58:17.9,19:53:46.4,18:27:05.6,18:29:10.4
431096,36.139600,-86.823200,16:58:26.3,19:53:58.8,18:27:26.3,18:29:12.6
431097,36.138900,-86.775600,16:58:32.5,19:54:03.4,18:27:29.3,18:29:21.4
431098,36.069400,-86.689900,16:58:46.5,19:54:18.7,18:27:50.1,18:29:33.0
431099,36.164500,-86.819300,16:58:25.7,19:53:56.7,18:27:21.0,18:29:14.8
431100,36.032600,-86.640500,16:58:54.5,19:54:27.2,18:28:01.7,18:29:39.5
431101,36.123300,-86.751100,16:58:36.3,19:54:07.4,18:27:34.2,18:29:25.1
431102,36.176300,-86.693900,16:58:41.4,19:54:07.4,18:27:27.8,18:29:37.2
431103,36.107500,-86.928200,16:58:14.1,19:53:52.0,18:27:32.2,18:28:45.8
431104,36.240400,-86.750300,16:58:31.4,19:53:55.5,18:27:12.1,18:29:28.7
431105,36.004800,-86.790000,16:58:36.4,19:54:15.7,18:28:12.7,18:28:56.0
431106,36.159300,-86.864800,16:58:20.1,19:53:52.8,18:27:19.4,18:29:06.0
431107,36.058500,-86.772700,16:58:36.3,19:54:11.9,18:27:50.1,18:29:14.2
431108,36.311600,-86.684500,16:58:36.9,19:53:54.5,18:27:07.5,18:29:38.2
431109,36.311200,-86.685300,16:58:36.8,19:53:54.5,18:27:07.5,18:29:38.1
431110,36.096400,-86.937000,16:58:13.5,19:53:52.3,18:27:36.6,18:28:41.0
431111,36.142300,-86.677200,16:58:45.0,19:54:12.5,18:27:35.4,18:29:39.1
431112,36.238500,-86.738500,16:58:33.0,19:53:56.9,18:27:13.4,18:29:30.6
431113,36.178300,-86.870600,16:58:18.5,19:53:50.3,18:27:14.8,18:29:06.2
431114,36.094000,-86.762100,16:58:36.1,19:54:09.3,18:27:40.5,18:29:20.8
431115,36.153700,-86.839000,16:58:23.7,19:53:55.9,18:27:22.1,18:29:10.5
431116,36.206100,-86.775900,16:58:29.6,19:53:56.6,18:27:16.0,18:29:24.0
431117,36.133800,-86.774800,16:58:32.8,19:54:04.0,18:27:30.4,18:29:21.3
431118,36.114600,-86.774100,16:58:33.7,19:54:06.1,18:27:34.8,18:29:20.1
431119,36.221600,-86.772500,16:58:29.3,19:53:55.3,18:27:13.5,18:29:24.9
431120,36.222200,-86.870800,16:58:16.6,19:53:45.9,18:27:05.9,18:29:08.1
431121,36.307800,-86.695100,16:58:35.7,19:53:53.9,18:27:07.0,18:29:36.7
431122,36.172400,-86.800400,16:58:27.8,19:53:57.7,18:27:20.7,18:29:18.5
431123,36.229600,-86.698300,16:58:38.6,19:54:01.6,18:27:18.3,18:29:37.0
431124,36.229400,-86.782100,16:58:27.8,19:53:53.6,18:27:11.3,18:29:23.4
431125,36.073700,-86.769400,16:58:36.1,19:54:10.7,18:27:45.7,18:29:17.1
431126,36.234000,-86.720400,16:58:35.5,19:53:59.0,18:27:15.7,18:29:33.5
431127,36.188800,-86.793500,16:58:28.0,19:53:56.7,18:27:18.0,18:29:20.4
431128,36.028000,-86.783900,16:58:36.2,19:54:13.9,18:28:01.1,18:29:05.5
431129,36.241200,-86.762800,16:58:29.8,19:53:54.3,18:27:10.9,18:29:26.7
431130,36.184500,-86.798700,16:58:27.5,19:53:56.6,18:27:18.4,18:29:19.3
431131,36.198900,-86.775300,16:58:29.9,19:53:57.4,18:27:17.4,18:29:23.9
431132,36.192300,-86.784800,16:58:29.0,19:53:57.1,18:27:17.9,18:29:22.0
431133,36.164400,-86.616000,16:58:52.0,19:54:16.1,18:27:36.2,18:29:49.9
431134,36.235500,-86.710100,16:58:36.8,19:53:59.9,18:27:16.4,18:29:35.2
431135,36.166700,-86.817300,16:58:25.9,19:53:56.6,18:27:20.7,18:29:15.3
431136,36.278300,-86.734700,16:58:31.8,19:53:53.2,18:27:07.5,18:29:31.2
431137,36.303400,-86.707000,16:58:34.3,19:53:53.2,18:27:06.5,18:29:35.0
431138,36.170400,-86.766400,16:58:32.3,19:54:01.1,18:27:23.5,18:29:24.5
431139,36.169900,-86.585200,16:58:55.7,19:54:18.5,18:27:37.9,18:29:55.0
431140,36.196900,-86.688200,16:58:41.3,19:54:05.9,18:27:24.7,18:29:38.5
431141,36.086300,-86.701500,16:58:44.3,19:54:15.9,18:27:45.5,18:29:32.0
431144,36.193300,-86.247500,16:59:38.4,19:54:48.0,18:28:07.5,18:30:44.7
431145,36.183400,-86.352300,16:59:25.3,19:54:39.1,18:27:57.7,18:30:30.3
437465,43.644800,-113.184000,16:13:56.0,18:55:46.8,17:31:08.5,17:32:56.9
437475,43.615500,-111.951000,16:15:21.8,18:58:07.6,17:32:58.1,17:35:09.7
437476,43.577000,-112.103000,16:15:09.4,18:57:51.5,17:32:46.5,17:34:50.4
437479,44.014900,-112.208000,16:15:19.3,18:57:26.2,17:32:38.6,17:34:46.7
437483,44.305500,-116.063000,16:11:15.3,18:50:10.8,17:26:36.0,17:28:49.5
437485,43.644800,-113.184000,16:13:56.0,18:55:46.8,17:31:08.5,17:32:56.9
437486,44.462500,-116.764000,16:10:39.6,18:48:51.5,17:25:38.4,17:27:47.7
437491,44.068200,-114.742000,16:12:28.9,18:52:41.5,17:28:33.2,17:30:47.2
437494,43.955700,-111.746000,16:15:49.9,18:58:19.9,17:33:23.5,17:35:31.6
437501,44.230400,-113.975000,16:13:26.8,18:54:03.0,17:29:51.6,17:31:58.9
437502,43.941100,-115.972000,16:11:04.3,18:50:27.0,17:26:55.3,17:28:31.3
437509,43.492200,-112.046000,16:15:10.2,18:58:00.6,17:32:57.8,17:34:48.6
437512,43.644800,-113.184000,16:13:56.0,18:55:46.8,17:31:08.5,17:32:56.9
437513,43.572700,-112.053000,16:15:12.8,18:57:57.3,17:32:51.1,17:34:55.5
437516,43.634000,-111.775000,16:15:35.2,18:58:27.0,17:33:13.7,17:35:29.6
437521,43.758200,-111.845000,16:15:34.9,18:58:15.1,17:33:05.7,17:35:26.0
437525,43.919800,-116.449000,16:10:33.6,18:49:34.3,17:26:24.8,17:27:33.6
437530,32.981000,-80.032600,17:16:30.4,20:09:28.9,18:45:32.7,18:47:44.0
437531,44.355200,-116.795000,16:10:32.6,18:48:49.7,17:25:31.5,17:27:43.9
437540,43.884000,-111.678000,16:15:51.9,18:58:29.9,17:33:26.2,17:35:40.9
437843,43.579400,-108.213000,16:20:03.9,19:05:13.0,17:39:39.9,17:41:11.5
437844,43.747800,-110.056000,16:17:46.5,19:01:37.7,17:36:13.9,17:38:17.4
437846,43.151700,-108.678000,16:19:12.9,19:04:38.9,17:38:26.6,17:40:48.0
437854,42.815200,-106.290000,16:22:19.2,19:09:28.8,17:42:40.6,17:45:09.1
437857,42.857300,-106.309000,16:22:18.7,19:09:24.5,17:42:38.5,17:45:06.4
451825,43.076000,-107.290000,16:21:02.9,19:07:21.4,17:40:52.1,17:43:17.9
451840,40.803600,-96.684000,16:37:15.2,19:29:45.8,18:02:28.8,18:03:58.9
451909,32.819400,-79.734400,17:17:22.3,20:10:09.9,18:46:23.5,18:48:33.4
451910,34.682300,-82.834800,17:08:24.1,20:02:34.2,18:37:09.6,18:39:49.0
451911,33.845400,-81.660700,17:11:52.1,20:05:43.1,18:40:56.6,18:43:14.6
451919,35.395900,-83.352500,17:06:36.5,20:00:33.3,18:35:24.9,18:37:23.2
451920,35.373700,-83.226000,17:06:54.5,20:00:46.6,18:35:46.8,18:37:35.4
451923,36.162700,-86.781600,16:58:30.7,19:54:00.5,18:27:23.9,18:29:21.5
452061,40.825800,-96.685200,16:37:15.0,19:29:43.9,18:02:32.8,18:03:52.8
452129,32.765200,-79.836800,17:17:12.1,20:10:07.5,18:46:28.0,18:48:15.7
452152,37.760100,-89.077300,16:52:42.0,19:47:36.7,18:20:22.1,18:22:54.9
452155,36.968500,-86.480800,16:58:36.7,19:53:06.0,18:27:16.2,18:28:35.3
452214,37.730600,-88.933100,16:53:00.7,19:47:53.9,18:20:43.6,18:23:13.2
452247,44.493400,-119.844000,16:07:43.9,18:43:19.4,17:21:15.7,17:23:18.5
452248,44.958200,-124.018000,16:04:40.9,18:36:09.3,17:16:04.6,17:18:01.5
452332,34.878200,-84.246300,17:05:04.9,20:00:08.8,18:34:42.8,18:36:00.5
452372,44.675600,-124.075000,16:04:22.3,18:36:01.1,17:15:51.1,17:17:43.9
452374,44.636500,-123.106000,16:05:05.3,18:37:39.2,17:17:02.6,17:18:56.8
452375,44.564600,-123.262000,16:04:54.0,18:37:22.7,17:16:53.0,17:18:37.0
452453,37.777000,-88.849500,16:53:09.7,19:47:57.4,18:20:56.3,18:23:14.4
452455,37.899500,-89.052000,16:52:41.0,19:47:25.3,18:20:26.3,18:22:37.2
452466,39.257600,-94.582800,16:41:15.9,19:35:44.9,18:07:45.5,18:09:41.7
452480,36.162800,-85.501600,17:01:16.6,19:56:00.4,18:29:42.1,18:32:17.4
452481,36.091900,-86.882800,16:58:20.7,19:53:57.9,18:27:37.8,18:28:54.0
452486,44.634200,-124.063000,16:04:20.6,18:36:01.9,17:15:52.7,17:17:41.0
452487,42.075800,-104.190000,16:25:06.1,19:14:11.0,17:46:54.6,17:49:00.4
452514,42.828600,-106.360000,16:22:13.6,19:09:20.1,17:42:32.9,17:45:01.3
452573,39.471100,-94.564700,16:41:15.5,19:35:28.3,18:07:18.1,18:09:51.3
452574,40.612700,-98.390300,16:34:14.7,19:26:52.8,17:58:46.6,18:01:06.9
452589,44.134600,-118.972000,16:08:14.2,18:44:55.0,17:22:52.0,17:23:49.3
452599,43.482400,-110.760000,16:16:44.0,19:00:27.6,17:34:54.0,17:37:11.4
452636,44.068200,-114.742000,16:12:28.9,18:52:41.5,17:28:33.2,17:30:47.2
452638,43.913000,-114.810000,16:12:17.7,18:52:37.2,17:28:31.8,17:30:29.9
452639,43.644800,-113.184000,16:13:56.0,18:55:46.8,17:31:08.5,17:32:56.9
452654,44.068200,-114.742000,16:12:28.9,18:52:41.5,17:28:33.2,17:30:47.2
452655,44.186800,-112.935000,16:14:35.6,18:55:59.8,17:31:35.7,17:33:32.2
452661,44.230400,-113.975000,16:13:26.8,18:54:03.0,17:29:51.6,17:31:58.9
452662,43.484400,-112.033000,16:15:10.9,18:58:02.3,17:32:59.7,17:34:49.2
452663,43.497400,-112.103000,16:15:06.3,18:57:53.9,17:32:52.5,17:34:42.6
452666,43.612600,-111.753000,16:15:35.9,18:58:30.2,17:33:16.4,17:35:30.8
452669,43.828500,-112.194000,16:15:12.8,18:57:33.5,17:32:32.2,17:34:51.9
452670,43.441000,-112.933000,16:14:05.4,18:56:20.7,17:32:12.6,17:32:37.1
452672,43.536400,-111.532000,16:15:49.1,18:58:57.8,17:33:39.9,17:35:50.2
452674,44.580100,-116.039000,16:11:29.8,18:50:08.6,17:26:57.3,17:28:44.3
452676,44.011000,-116.924000,16:10:08.6,18:48:40.4,17:25:34.9,17:27:01.2
452677,43.963000,-116.185000,16:10:52.0,18:50:02.9,17:26:36.4,17:28:12.0
452678,44.472600,-116.736000,16:10:41.8,18:48:54.4,17:25:41.5,17:27:50.0
452680,44.296000,-116.085000,16:11:13.5,18:50:08.5,17:26:33.7,17:28:47.3
452683,44.729900,-116.438000,16:11:12.5,18:49:22.6,17:26:41.9,17:27:55.1
452704,43.172400,-111.019000,16:16:13.6,19:00:08.6,17:35:15.2,17:35:53.8
452707,42.866600,-106.313000,16:22:18.6,19:09:23.5,17:42:38.1,17:45:05.8
452709,42.759700,-105.382000,16:23:35.7,19:11:15.6,17:44:22.7,17:46:47.1
452722,43.115200,-107.349000,16:20:59.2,19:07:12.7,17:40:46.3,17:43:10.6
452728,42.054400,-104.953000,16:23:57.3,19:12:43.7,17:46:03.5,17:47:00.1
452733,42.861400,-105.872000,16:22:56.1,19:10:14.2,17:43:28.2,17:45:52.0
452735,43.533600,-109.630000,16:18:11.3,19:02:34.4,17:36:48.4,17:39:08.6
452741,42.833000,-108.731000,16:18:58.9,19:04:46.3,17:38:56.4,17:40:07.7
452747,42.762500,-104.452000,16:24:57.4,19:13:01.2,17:46:19.8,17:48:15.2
452752,42.552200,-106.716000,16:21:36.3,19:08:52.9,17:42:15.4,17:44:05.4
452756,43.076000,-107.290000,16:21:02.9,19:07:21.4,17:40:52.1,17:43:17.9
452761,43.025000,-108.380000,16:19:32.7,19:05:18.6,17:39:01.3,17:41:16.6
452764,43.076000,-107.290000,16:21:02.9,19:07:21.4,17:40:52.1,17:43:17.9
452776,43.076000,-107.290000,16:21:02.9,19:07:21.4,17:40:52.1,17:43:17.9
452778,43.500800,-110.875000,16:16:36.1,19:00:13.9,17:34:42.5,17:36:59.8
452779,43.076000,-107.290000,16:21:02.9,19:07:21.4,17:40:52.1,17:43:17.9
452780,43.081600,-106.324000,16:22:23.6,19:09:11.2,17:42:45.2,17:44:52.7
452783,43.076000,-107.290000,16:21:02.9,19:07:21.4,17:40:52.1,17:43:17.9
452816,35.046200,-83.818000,17:05:52.9,20:00:29.5,18:34:41.4,18:37:16.4
452895,36.162700,-86.781600,16:58:30.7,19:54:00.5,18:27:23.9,18:29:21.5
452904,38.322400,-92.170700,16:46:11.7,19:41:27.0,18:13:48.3,18:15:26.1
453104,34.864000,-84.324100,17:04:55.3,20:00:03.2,18:34:52.5,18:35:34.3
453145,45.172100,-122.437000,16:06:07.4,18:38:49.6,17:18:40.7,17:19:42.6
453161,36.487800,-87.838400,16:56:01.8,19:51:45.4,18:25:15.7,18:26:16.6
453286,34.274600,-81.618700,17:11:31.6,20:05:00.8,18:40:13.7,18:42:47.7
453304,36.161000,-86.849000,16:58:22.1,19:53:54.2,18:27:19.9,18:29:09.1
453360,38.727500,-90.508300,16:49:21.8,19:43:39.4,18:16:35.9,18:17:35.9
453391,39.123600,-94.665700,16:41:08.2,19:35:47.4,18:08:27.4,18:08:53.5
453457,37.727300,-89.216800,16:52:25.6,19:47:26.2,18:20:03.8,18:22:43.5
453500,36.252300,-85.951700,17:00:14.2,19:55:09.5,18:28:36.9,18:31:18.2
453503,43.911000,-113.605000,16:13:38.0,18:54:52.4,17:30:18.2,17:32:33.1
453579,34.000700,-81.034800,17:13:07.3,20:06:18.4,18:41:48.7,18:44:20.6
453582,36.529800,-87.359500,16:57:01.3,19:52:27.7,18:25:32.3,18:27:52.3
453590,38.640800,-90.386300,16:49:38.5,19:44:00.0,18:17:28.3,18:18:26.7
453624,41.866600,-103.667000,16:25:49.8,19:15:23.8,17:48:07.8,17:49:53.5
453867,44.951100,-123.031000,16:05:26.4,18:37:48.6,17:17:19.4,17:19:15.4
453869,44.611400,-124.010000,16:04:21.7,18:36:07.1,17:15:57.2,17:17:42.6
453881,44.379000,-121.845000,16:05:53.2,18:39:48.4,17:18:51.1,17:20:08.0
453883,44.611400,-124.010000,16:04:21.7,18:36:07.1,17:15:57.2,17:17:42.6
453886,44.299800,-120.834000,16:06:41.1,18:41:34.7,17:20:13.5,17:21:24.2
453889,44.566500,-120.153000,16:07:31.0,18:42:46.4,17:20:51.0,17:22:56.3
453891,44.939700,-122.983000,16:05:28.0,18:37:53.4,17:17:22.2,17:19:19.0
453892,44.913500,-123.045000,16:05:23.6,18:37:47.0,17:17:15.5,17:19:14.2
453893,44.937000,-123.027000,16:05:25.8,18:37:48.9,17:17:18.6,17:19:15.7
453894,44.939400,-123.018000,16:05:26.3,18:37:49.8,17:17:19.5,17:19:16.4
453903,44.734000,-122.150000,16:05:57.0,18:39:17.7,17:18:16.1,17:20:19.6
453913,44.913700,-121.310000,16:06:49.0,18:40:44.7,17:19:34.0,17:21:27.5
453918,43.491800,-112.858000,16:14:12.6,18:56:27.9,17:31:56.4,17:33:09.3
453921,45.062200,-123.571000,16:05:07.4,18:36:54.8,17:16:48.2,17:18:33.3
453922,44.253800,-121.151000,16:06:22.1,18:41:01.2,17:20:09.2,17:20:33.5
454013,40.644200,-97.450300,16:35:53.5,19:28:35.0,18:00:29.8,18:03:07.3
454029,34.503400,-82.650100,17:08:59.1,20:03:09.1,18:37:49.7,18:40:25.4
454035,39.303400,-93.702900,16:42:55.6,19:37:15.5,18:09:09.4,18:11:50.2
454051,34.852600,-82.394000,17:09:13.7,20:02:53.6,18:38:00.1,18:40:12.7
454088,39.099700,-94.578600,16:41:18.4,19:35:58.9,18:08:34.8,18:09:10.4
454090,44.599900,-124.008000,16:04:21.2,18:36:07.2,17:15:57.8,17:17:41.5
454202,41.665200,-103.102000,16:26:38.7,19:16:41.4,17:49:29.3,17:50:49.8
454234,44.881400,-124.035000,16:04:35.8,18:36:06.9,17:15:58.7,17:17:58.9
454317,33.491800,-80.855600,17:14:04.0,20:07:27.6,18:43:01.4,18:45:25.7
