id,latitude,longitude
741,45.748500,4.846700
745,39.564500,-75.597000
748,43.995700,-73.159600
754,47.129400,-104.873000
757,45.553400,-122.819000
764,30.802400,-84.070400
765,44.622400,-63.573600
772,39.715700,-75.528100
774,44.660900,-74.925800
776,42.345100,-71.099300
778,62.472500,-114.342000
779,46.222200,-105.605000
780,46.608400,-95.539000
782,44.660900,-74.925800
784,57.716700,11.966700
785,51.633300,-3.966700
789,46.533300,6.666700
790,39.953700,-74.197900
792,47.332400,-123.065000
797,53.216700,6.550000
799,39.033500,-77.483800
800,41.781400,-72.754400
801,57.716700,11.966700
802,42.342400,-71.087800
807,17.116700,-61.850000
808,21.326700,-157.817000
815,26.623100,-81.875400
824,41.808000,-72.251000
826,45.574000,-84.826500
828,44.660900,-74.925800
830,38.796700,-76.048900
832,44.660900,-74.925800
834,26.122300,-80.143400
838,42.342400,-71.087800
841,47.615400,-122.210000
842,43.333300,144.367000
843,59.850000,17.633300
844,50.883300,4.700000
847,40.288400,-74.019500
849,47.238900,-123.206000
851,41.528100,-70.653500
854,65.000000,-18.000000
856,50.833300,12.916700
857,42.242300,-71.809900
858,38.903600,-77.451200
859,46.069800,-110.599000
860,57.716700,11.966700
861,27.732700,-82.687800
865,39.564500,-75.597000
867,41.781400,-72.754400
875,47.420600,-122.451000
876,53.216700,6.550000
878,47.871900,-97.150300
886,45.002800,-68.633400
887,57.716700,11.966700
892,44.622400,-63.573600
893,38.937600,-77.092800
894,40.688800,-74.020300
895,29.752300,-95.367000
897,21.326700,-157.817000
903,28.063100,-82.412800
911,65.583300,22.150000
913,39.564500,-75.597000
915,28.923500,-81.918500
923,48.516700,-72.216700
925,31.370500,-95.042900
929,43.154800,-77.615600
930,48.250000,11.650000
934,29.462200,-98.489300
935,46.115400,-67.917000
939,44.660900,-74.925800
940,45.500000,-73.583300
943,51.500000,-3.200000
945,45.577400,-122.621000
946,43.127100,-70.962700
950,43.214400,-77.712500
952,42.347700,-71.038400
954,21.346900,-158.018000
957,50.833300,12.916700
961,51.100000,17.033300
965,45.002800,-68.633400
966,48.766700,9.183300
967,42.857100,-73.799300
970,27.732700,-82.687800
973,51.633300,-3.966700
974,28.923500,-81.918500
976,57.716700,11.966700
977,57.716700,11.966700
978,51.633300,-3.966700
984,42.342400,-71.087800
986,59.116700,18.100000
989,47.615400,-122.210000
990,27.732700,-82.687800
992,44.225700,-70.006200
993,40.591800,-74.705000
994,21.326700,-157.817000
996,29.752300,-95.367000
997,21.326700,-157.817000
1001,51.633300,-3.966700
1002,30.304200,-97.685700
1003,21.326700,-157.817000
1008,28.063100,-82.412800
1009,17.116700,-61.850000
1018,44.622400,-63.573600
1022,39.564500,-75.597000
1024,43.127100,-70.962700
1025,43.127100,-70.962700
1027,28.063100,-82.412800
1032,46.044700,-118.409000
1034,39.564500,-75.597000
1035,39.564500,-75.597000
1036,26.552900,-81.948600
1040,19.050000,-98.200000
1042,51.533300,9.933300
1043,21.326700,-157.817000
1045,48.250000,11.650000
1048,18.000000,-76.800000
1053,51.633300,-3.966700
1056,51.633300,-3.966700
1059,51.633300,-3.966700
1060,46.250000,20.166700
1062,39.977400,-75.145200
1069,21.346900,-158.018000
1070,44.660900,-74.925800
1075,42.317900,-72.640200
1077,19.683300,-100.567000
1080,40.807700,-77.861400
1081,43.127100,-70.962700
1086,49.163600,-122.768000
1092,53.083300,8.800000
1093,51.633300,-3.966700
1094,46.269800,-84.157100
1095,51.100000,17.033300
1096,57.716700,11.966700
1097,53.166700,8.200000
1099,29.752300,-95.367000
1103,53.555000,-113.482000
1110,21.326700,-157.817000
1113,43.995700,-73.159600
1114,27.732700,-82.687800
1117,42.617800,-76.192600
1118,51.633300,-3.966700
1119,42.380000,-71.132900
1120,21.326700,-157.817000
1122,51.533300,9.933300
1123,40.731700,-73.988500
1124,25.857600,-80.278100
1128,25.558400,-80.458200
1132,28.337200,-82.258400
1134,47.238900,-123.206000
1135,27.506400,-99.507500
1140,48.387600,-116.890000
1142,43.127100,-70.962700
1145,46.069800,-110.599000
1147,47.519000,-117.927000
1149,27.732700,-82.687800
1150,43.333300,144.367000
1151,46.250000,20.166700
1153,21.326700,-157.817000
1154,55.700000,13.183300
1158,39.462400,-77.275800
1159,44.622400,-63.573600
1160,41.700800,-71.392200
1162,51.047200,-114.080000
1163,40.807700,-77.861400
1164,44.863500,-68.840200
1165,40.807700,-77.861400
1167,46.250000,20.166700
1168,41.808000,-72.251000
1170,47.366700,8.550000
1171,40.187900,-75.425400
1176,21.326700,-157.817000
1178,19.434200,-99.138600
1180,44.660900,-74.925800
1183,30.848500,-83.287800
1187,21.326700,-157.817000
1188,42.258600,-72.575200
1189,39.564500,-75.597000
1194,42.317900,-72.640200
1196,47.519000,-117.927000
1198,41.528100,-70.653500
1199,61.218100,-149.900000
1201,43.995700,-73.159600
1202,57.716700,11.966700
1203,42.317900,-72.640200
1206,21.326700,-157.817000
1209,43.154800,-77.615600
1211,30.402700,-90.731000
1216,44.660900,-74.925800
1222,30.402700,-90.731000
1225,42.285700,-71.829200
1228,46.533300,6.666700
1230,27.732700,-82.687800
1235,46.069800,-110.599000
1238,40.731700,-73.988500
1240,59.250000,18.083300
1241,44.660900,-74.925800
1243,31.303200,-84.370300
1244,21.409400,-157.898000
1245,67.243800,-161.197000
1247,51.633300,-3.966700
1249,40.562200,-77.854500
1250,30.402700,-90.731000
1257,35.154700,126.916000
1258,27.188500,-80.216400
1259,40.807700,-77.861400
1261,28.823000,-96.617500
1262,39.364300,-74.422900
1265,43.127100,-70.962700
1267,22.433300,-102.000000
1269,49.031200,-122.301000
1276,18.227300,-66.058000
1277,41.528100,-70.653500
1278,40.795800,-73.977500
1282,40.504500,-74.347000
1284,28.018200,-82.611900
1285,54.360800,18.658300
1286,55.752200,37.615600
1287,48.860000,2.350000
1288,48.860000,2.350000
1289,45.450000,11.000000
1290,43.900000,12.916700
1291,47.833300,12.733300
1293,35.690000,139.690000
1294,33.583300,130.400000
1295,1.293100,103.856000
1296,35.685000,139.751000
1297,36.594400,136.626000
1298,35.685000,139.751000
1299,-38.000000,145.350000
1300,35.719700,139.925000
1301,35.716700,140.650000
1302,37.570000,126.980000
1341,34.686400,135.520000
1342,34.686400,135.520000
1343,34.686400,135.520000
1344,34.686400,135.520000
1345,35.685000,139.751000
1346,12.983300,77.583300
1347,35.685000,139.751000
1348,35.716700,140.650000
1350,35.685000,139.751000
1351,35.685000,139.751000
1352,35.685000,139.751000
1353,35.685000,139.751000
1354,35.685000,139.751000
1355,35.685000,139.751000
1356,35.685000,139.751000
1357,35.685000,139.751000
1358,40.375600,-74.659700
1359,40.807700,-77.861400
1360,40.807700,-77.861400
1361,43.154800,-77.615600
1362,37.553800,-77.460300
1363,37.553800,-77.460300
1364,37.553800,-77.460300
1365,37.553800,-77.460300
1366,37.553800,-77.460300
1367,37.553800,-77.460300
1370,39.564500,-75.597000
1372,42.345100,-71.099300
1373,42.345100,-71.099300
1374,60.175600,24.934200
1378,42.448500,-76.480400
1379,62.000000,10.000000
1380,62.000000,10.000000
1383,38.833600,-76.877700
1384,38.833600,-76.877700
1385,38.833600,-76.877700
1391,25.720000,-80.270700
1392,25.720000,-80.270700
1393,39.162300,-76.577600
1395,63.416700,10.416700
1406,44.231000,-76.479100
1407,49.849000,-97.149700
1410,52.219500,6.891200
1411,52.219500,6.891200
1413,41.477300,-71.520800
1414,41.477300,-71.520800
1415,41.477300,-71.520800
1416,48.200000,16.366700
1417,48.200000,16.366700
1418,51.450000,5.466700
1419,51.833300,5.866700
1424,28.063100,-82.412800
1425,28.063100,-82.412800
1428,21.326700,-157.817000
1429,21.326700,-157.817000
1431,35.690000,139.690000
1432,46.877200,-96.789800
1433,50.770800,6.105300
1439,47.666700,9.183300
1440,47.615400,-122.210000
1441,51.059100,-114.115000
1442,51.059100,-114.115000
1443,51.059100,-114.115000
1446,46.846400,-96.745100
1450,41.758300,-74.065700
1451,42.486700,-75.039700
1452,64.837800,-147.716000
1453,42.781200,-77.777800
1456,25.039200,121.525000
1457,25.039200,121.525000
1458,25.039200,121.525000
1459,25.039200,121.525000
1460,25.039200,121.525000
1461,47.660600,-122.292000
1462,48.739500,-122.481000
1471,50.683300,10.900000
1472,48.883300,8.700000
1473,51.500000,12.000000
1474,51.000000,9.000000
1475,48.766700,9.183300
1476,48.448800,-123.350000
1481,48.866700,2.333300
1482,48.866700,2.333300
1493,58.581300,-134.770000
1494,-33.450000,-70.666700
1495,40.696300,-73.620700
1497,41.141200,-73.263700
1498,41.141200,-73.263700
1499,22.433300,-102.000000
1500,19.434200,-99.138600
1505,42.389600,-72.453400
1506,42.389600,-72.453400
1507,41.777900,-72.703200
1510,42.817500,-75.548300
1511,42.817500,-75.548300
1512,42.254100,-77.790700
1513,42.254100,-77.790700
1514,42.254100,-77.790700
1515,37.382400,-5.976100
1516,37.382400,-5.976100
1517,37.382400,-5.976100
1518,43.766700,11.250000
1519,35.690000,139.690000
1524,47.066200,-122.113000
1533,-36.833300,-73.050000
1535,42.345100,-71.099300
1536,42.345100,-71.099300
1538,65.000000,-18.000000
1539,65.000000,-18.000000
1540,64.136000,-21.920300
1541,64.136000,-21.920300
1542,64.136000,-21.920300
1543,64.136000,-21.920300
1544,64.136000,-21.920300
1545,66.298400,-16.430400
1546,66.298400,-16.430400
1547,66.298400,-16.430400
1548,41.655200,-4.723700
1549,49.216700,18.733300
1550,55.752200,37.615600
1551,62.000000,10.000000
1552,36.565800,139.884000
1555,40.408600,-3.692200
1556,40.408600,-3.692200
1557,30.653500,-97.582800
1558,43.359000,-2.666400
1559,43.359000,-2.666400
1560,51.750000,-1.250000
1561,40.408600,-3.692200
1562,37.570000,126.980000
1563,25.039200,121.525000
1568,40.551600,-74.463700
1569,40.551600,-74.463700
1581,-34.587500,-58.672500
1582,-34.587500,-58.672500
1583,27.947500,-82.458400
1587,47.606200,-122.332000
1588,47.606200,-122.332000
1589,47.606200,-122.332000
1590,29.763300,-95.363300
1593,27.638600,-80.397300
1594,37.553800,-77.460300
1595,37.553800,-77.460300
1596,42.458600,-71.359700
1599,47.606200,-122.332000
1600,26.568100,-82.018700
1601,26.371100,-81.773300
1602,42.252900,-71.002300
1603,45.523400,-122.676000
1604,45.523400,-122.676000
1614,30.692000,-97.751800
1623,52.000000,20.000000
1624,48.140400,11.680200
1625,47.364200,8.490300
1626,47.057600,7.618100
1628,30.438300,-84.280700
1630,12.150800,-86.268300
1631,-0.216700,-78.500000
1632,42.200300,2.190500
1633,59.894400,30.264200
1634,60.000000,100.000000
1635,59.894400,30.264200
1636,55.658100,12.524100
1637,52.500000,5.750000
1638,52.500000,5.750000
1639,52.500000,5.750000
1640,47.333300,13.333300
1641,47.333300,13.333300
1642,4.000000,-72.000000
1643,-32.890800,-68.827200
1644,-12.283300,-66.250000
1645,-12.283300,-66.250000
1646,-12.283300,-66.250000
1647,-34.587500,-58.672500
1648,-12.050000,-77.050000
1649,6.251800,-75.563600
1650,4.649200,-74.062800
1651,31.500000,34.750000
1652,62.000000,15.000000
1653,48.822200,2.122100
1702,50.759300,25.342400
1703,47.000000,8.000000
1704,47.000000,8.000000
1705,47.000000,8.000000
1706,50.716700,8.050000
1707,61.483300,21.783300
1708,48.416700,15.600000
1709,52.500000,5.750000
1710,53.866700,10.700000
1711,64.000000,26.000000
1712,50.833300,4.000000
1713,62.000000,10.000000
1714,42.833300,12.833300
1715,42.833300,12.833300
1716,62.000000,10.000000
1717,62.000000,10.000000
1718,59.916700,10.750000
1719,59.916700,10.750000
1720,62.000000,10.000000
1721,59.413600,10.466900
1722,47.900000,20.383300
1723,47.900000,20.383300
1724,46.000000,25.000000
1725,48.860000,2.350000
1726,48.860000,2.350000
1727,48.860000,2.350000
1728,59.000000,26.000000
1729,59.000000,26.000000
1730,59.433900,24.728100
1731,67.850000,20.216700
1732,67.850000,20.216700
1733,48.100000,20.783300
1734,51.500000,-0.130000
1735,47.000000,8.000000
1736,47.000000,8.000000
1737,47.000000,8.000000
1738,46.000000,15.000000
1739,46.055300,14.514400
1740,47.000000,8.000000
1741,65.000000,-18.000000
1742,59.000000,26.000000
1743,47.333300,13.333300
1744,47.333300,13.333300
1745,47.333300,13.333300
1746,47.333300,13.333300
1747,65.833300,24.133300
1748,66.383300,23.666700
1749,64.136000,-21.920300
1750,63.833300,20.250000
1751,51.500000,-0.130000
1752,62.000000,15.000000
1753,47.333300,13.333300
1754,56.000000,10.000000
1755,56.000000,10.000000
1756,59.916700,10.750000
1757,43.270500,6.524900
1758,62.000000,15.000000
1759,62.000000,15.000000
1760,62.000000,15.000000
1761,51.000000,9.000000
1762,48.860000,2.350000
1763,52.500000,5.750000
1764,62.000000,15.000000
1765,52.416700,-1.550000
1766,50.833300,4.000000
1767,51.450000,7.566700
1768,41.900000,12.483300
1769,49.216700,17.666700
1770,37.983300,23.733300
1771,64.000000,26.000000
1772,51.000000,9.000000
1773,51.197900,0.274200
1774,62.000000,15.000000
1775,52.000000,20.000000
1776,62.733300,7.183300
1777,62.733300,7.183300
1778,49.000000,32.000000
1779,59.233300,14.433300
1780,47.333300,13.333300
1781,64.000000,26.000000
1782,52.416700,12.550000
1783,49.733300,12.066700
1784,49.733300,12.066700
1785,51.000000,9.000000
1786,40.000000,-4.000000
1787,40.000000,-4.000000
1788,40.000000,-4.000000
1789,40.000000,-4.000000
1790,47.800000,13.033300
1791,47.000000,8.000000
1792,53.000000,-8.000000
1793,62.000000,15.000000
1794,62.000000,15.000000
1798,30.758700,-103.925000
1802,27.973100,-82.493800
1803,26.550000,-77.050000
1808,41.970500,-70.701400
1809,6.251800,-75.563600
1810,-10.000000,-55.000000
1811,-10.000000,-55.000000
1812,20.333600,-101.476000
1813,4.000000,-72.000000
1814,4.000000,-72.000000
1815,-2.166700,-79.900000
1816,19.430000,-99.130000
1817,19.430000,-99.130000
1818,10.000000,-84.000000
1819,10.635000,-85.437700
1820,34.661700,133.935000
1821,34.661700,133.935000
1822,34.661700,133.935000
1823,34.661700,133.935000
1824,34.661700,133.935000
1825,34.661700,133.935000
1826,34.661700,133.935000
1827,34.661700,133.935000
1828,34.661700,133.935000
1829,34.661700,133.935000
1830,34.661700,133.935000
1831,34.661700,133.935000
1832,34.661700,133.935000
1833,34.661700,133.935000
1834,34.661700,133.935000
1835,34.661700,133.935000
1836,34.661700,133.935000
1837,34.661700,133.935000
1838,34.661700,133.935000
1839,34.661700,133.935000
1840,34.661700,133.935000
1841,-5.000000,120.000000
1842,35.690000,139.690000
1843,35.690000,139.690000
1844,34.691300,135.183000
1845,35.690000,139.690000
1846,35.690000,139.690000
1847,35.690000,139.690000
1848,35.690000,139.690000
1849,35.690000,139.690000
1850,35.690000,139.690000
1851,35.690000,139.690000
1852,35.690000,139.690000
1853,35.180200,136.907000
1854,-37.686100,176.167000
1855,35.690000,139.690000
1856,35.690000,139.690000
1857,36.594400,136.626000
1858,34.976900,138.383000
1860,40.273700,-76.884400
1871,45.637300,-121.971000
1872,45.637300,-121.971000
1874,45.953500,-66.670400
1875,45.953500,-66.670400
1879,13.133300,-61.216700
1888,47.664500,-122.510000
1889,47.664500,-122.510000
1893,46.124700,-123.676000
1897,50.066700,-124.983000
1899,36.721500,-77.532000
1901,40.793400,-73.415100
1904,42.917300,-73.734900
1906,43.593200,-70.238200
1917,39.781100,-77.375100
1918,40.002400,-75.300800
1919,46.451800,-122.766000
1922,30.354400,-97.734400
1923,18.333300,-64.833300
1927,47.835400,-122.328000
1930,46.517200,-112.121000
1931,49.265800,-123.115000
1932,49.265800,-123.115000
